"LOCATION","Location","OFFENCE","Offence","SCENE","Scene","YEAR","Year","MEASURE","Measure",Value,Flags
"DB","Waikato District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",1278,
"DB","Waikato District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",1047,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",487,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",620,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",387,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",585,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",793,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",446,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",523,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",867,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",828,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",288,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",239,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",105,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",97,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",26,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",44,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",61,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",38,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",48,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",38,
"DB","Waikato District","16","Miscellaneous offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",47,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",40624,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",39480,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",40472,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",43304,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",42562,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",37503,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",39255,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",39915,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",40300,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",40263,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",35499,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",36159,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",34150,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",35662,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",36185,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",40079,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",38175,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",34886,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",33658,
"DC","Bay Of Plenty District","Z","Total Offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",29734,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",10,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",10,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",12,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",17,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",16,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",14,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",10,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",13,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",8,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",3,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",5,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",22,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",10,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",17,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",12,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",18,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",8,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",10,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",5,
"DC","Bay Of Plenty District","01","Homicide and related offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",6,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",2767,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",2528,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",2352,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",2489,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",2281,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",2317,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",2515,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",2747,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",2812,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",3002,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",2957,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",2804,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",2972,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",3605,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",4059,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",4330,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",4221,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",3857,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",3656,
"DC","Bay Of Plenty District","02","Acts intended to cause injury","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",3569,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",237,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",233,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",165,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",229,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",195,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",163,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",183,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",271,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",168,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",215,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",184,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",202,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",197,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",157,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",238,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",220,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",297,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",317,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",301,
"DC","Bay Of Plenty District","03","Sexual assault and related offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",287,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",77,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",80,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",44,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",71,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",55,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",30,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",39,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",64,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",66,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",60,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",54,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",60,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",42,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",38,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",61,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",64,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",73,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",80,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",82,
"DC","Bay Of Plenty District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",56,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",580,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",597,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",578,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",649,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",599,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",569,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",641,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",1016,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",875,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",884,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",770,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",775,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",784,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",839,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",1010,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",1200,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",1135,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",979,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",977,
"DC","Bay Of Plenty District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",1088,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",129,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",110,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",142,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",148,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",132,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",114,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",113,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",124,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",139,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",125,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",158,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",178,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",175,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",170,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",152,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",182,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",110,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",134,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",140,
"DC","Bay Of Plenty District","06","Robbery, extortion and related offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",141,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",7546,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",7093,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",7499,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",7240,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",7173,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",6085,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",5908,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",5750,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",5709,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",5974,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",5317,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",6098,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",5188,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",4855,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",4512,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",5107,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",5653,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",5139,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",4928,
"DC","Bay Of Plenty District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",4198,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",16101,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",14905,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",15725,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",16430,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",16599,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",14367,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",15543,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",14792,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",15101,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",14584,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",12863,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",13373,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",11974,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",11958,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",10993,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",11616,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",11266,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",10593,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",10550,
"DC","Bay Of Plenty District","08","Theft and related offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",9422,
"DC","Bay Of Plenty District","09","Fraud, deception and related offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",1925,
"DC","Bay Of Plenty District","09","Fraud, deception and related offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",2382,
"DC","Bay Of Plenty District","09","Fraud, deception and related offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",2204,
"DC","Bay Of Plenty District","09","Fraud, deception and related offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",1753,
"DC","Bay Of Plenty District","09","Fraud, deception and related offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",1605,
"DC","Bay Of Plenty District","09","Fraud, deception and related offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",1634,
"DC","Bay Of Plenty District","09","Fraud, deception and related offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",1682,
"DC","Bay Of Plenty District","09","Fraud, deception and related offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",1348,
"DC","Bay Of Plenty District","09","Fraud, deception and related offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",1258,
"DC","Bay Of Plenty District","09","Fraud, deception and related offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",1430,
"DC","Bay Of Plenty District","09","Fraud, deception and related offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",776,
