"LOCATION","Location","OFFENCE","Offence","SCENE","Scene","YEAR","Year","MEASURE","Measure",Value,Flags
"CJ","Auckland District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",531,
"CJ","Auckland District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",572,
"CJ","Auckland District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",496,
"CJ","Auckland District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",591,
"CJ","Auckland District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",583,
"CJ","Auckland District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",628,
"CJ","Auckland District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",714,
"CJ","Auckland District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",773,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",116,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",844,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",2676,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",2573,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",801,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",799,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",683,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",707,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",1093,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",878,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",781,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",939,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",814,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",740,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",731,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",911,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",913,
"CJ","Auckland District","07","Unlawful entry with intent/burglary, break and enter","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",901,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",126,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",88,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",105,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",118,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",80,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",81,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",85,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",130,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",190,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",177,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",175,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",193,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",224,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",233,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",209,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",153,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",125,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",160,
"CJ","Auckland District","06","Robbery, extortion and related offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",123,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",3063,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",1574,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",2002,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",1958,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",2145,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",1635,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",1518,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",1655,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",1721,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",3032,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",1423,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",895,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",879,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",1261,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",925,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",1037,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",3590,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",3749,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",3349,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",3041,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",2860,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",3586,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",3084,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",3550,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",3356,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",3381,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",3102,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",3611,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",3507,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",3652,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",3741,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",3408,
"CJ","Auckland District","08","Theft and related offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",3166,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",745,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",525,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",354,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",315,
"CJ","Auckland District","09","Fraud, deception and related offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",458,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",2380,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",1334,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",1366,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",1302,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",1246,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",1108,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",1178,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",1096,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",839,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",2025,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",1505,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",1762,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",1266,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",1458,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",456,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",459,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",550,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",549,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",459,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",484,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",543,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",544,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",806,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",674,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",648,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",944,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",778,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",635,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",668,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",522,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",446,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",483,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",412,
"CJ","Auckland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",422,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",1509,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",1547,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",1259,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",1363,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",1060,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",1252,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",1194,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",1290,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",1249,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",1227,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",1124,
"CJ","Auckland District","12","Property damage and environmental pollution","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",1422,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",2423,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",2364,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",2417,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",2533,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",2322,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",2453,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",2171,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",2173,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",2505,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",2598,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",2262,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",2567,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",2419,
"CJ","Auckland District","10","Illicit drug offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",2184,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",4326,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",4797,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",4484,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",4473,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",4034,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",50,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",61,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",75,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",72,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",4283,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",4132,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",4697,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",5068,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",5096,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",4187,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",4130,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",4044,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",5366,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",4798,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",4938,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",3959,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",5910,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",4542,
"CJ","Auckland District","13","Public order offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",2590,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",1070,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",1218,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",1297,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",1150,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",1406,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",1615,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",1471,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",1657,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",2016,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",1788,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",1769,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",2897,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",2776,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",2938,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",2770,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",1750,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",1266,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",1289,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",1101,
"CJ","Auckland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",1036,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",109,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",188,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",167,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",101,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",236,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",304,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",314,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",229,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",272,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",212,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",186,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",206,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",675,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",218,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",182,
"CJ","Auckland District","16","Miscellaneous offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",117,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",13,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",5182,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",6085,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",6307,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",6759,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",6583,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",5581,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",6132,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",6128,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",237,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",279,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",434,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",259,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",257,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",270,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",251,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",309,
